pmid,Intervention,labels,detail
29043496,"['erlotinib plus bevacizumab', 'erlotinib alone']","['Drug', 'Drug']",{}
29040974,"['Cetuximab (arm A)', 'Bevacizumab (arm B)', 'Gemcitabine', 'Chemoradiation']","['Drug', 'Drug', 'Drug', 'Drug']",{}
29036016,"['Multimodal supervised aerobic, resistance, and flexibility exercises thrice weekly', 'Usual care (CON; n = 29)']","['physical', 'Control']","{'Multimodal supervised aerobic, resistance, and flexibility exercises thrice weekly': [{'exercise_activity_type': 'aerobic, resistance, and flexibility', 'dosage': 'three times per week', 'exercise_session_duration': '~60 min', 'resistance_exercise_component': {'intensity': 'moderate', 'targeted_muscle_groups': 'major trunk and upper and lower body muscle groups', 'sets_per_exercise': 'three sets', 'cadence': '2 s for both eccentric and concentric phases'}, 'aerobic_exercise_component': {'duration': '20–30 min', 'modes': 'walking on a treadmill, cycling, or rowing on a stationary ergometer', 'target_intensity': '60%–85% estimated maximal heart rate'}, 'flexibility_component': {'stretching_repetitions': '2–4 repetitions for 30–60 s per stretch', 'major_joints_stretched': 'all major joints considered important for maintaining function'}}]}"
29034740,"['Gamiguibi-tang (GGBT) for 2 weeks', 'Conventional care']","['Drug', 'Control']",{'Gamiguibi-tang (GGBT) for 2 weeks': [{'dosage': '2 weeks'}]}
28994035,['SurvivorCHESS program on a smartphone'],['Educational'],{}
28991039,"['upper-extremity resistance exercise', 'separated by a 1-wk wash-out period']","['physical', 'Control']",{'upper-extremity resistance exercise': [{'exercise_activity_type': 'resistance exercise'}]}
28940301,"['Tibetan yoga program (TYP)', 'Stretching program (STP)', 'Usual care (UC)']","['Physical', 'Physical', 'Control']","{'Tibetan yoga program (TYP)': [{'exercise_activity_type': 'yoga', 'delivery_method': 'one-on-one format, printed materials, audio recordings, video'}], 'Stretching program (STP)': [{'exercise_activity_type': 'stretching', 'delivery_method': 'one-on-one format, printed materials, audio recordings, video'}]}"
28935775,"['Computed tomography scans', 'Functional Assessment of Cancer Therapy-General', 'Hospital Anxiety and Depression Scale']","['None', 'psychological', 'psychological']",{'Functional Assessment of Cancer Therapy-General': [{'delivery_method': 'self-report questionnaire'}]}
28929925,['participant-directed occupational therapy intervention'],['Physical'],{'participant-directed occupational therapy intervention': [{'exercise_activity_type': 'activity planning worksheet'}]}
28926676,"['12-week physical activity intervention', 'Control condition']","['Physical', 'Control']","{'12-week physical activity intervention': [{'exercise_activity_type': 'moderate intensity walk', 'delivery_method': ['in-person meeting', 'Fitbit electronic activity device', 'motivational interviewing techniques', 'phone calls', 'emails']}]}"
28921575,"['drinking water contaminants (nitrate and total trihalomethanes)', 'dietary nitrate/nitrite intakes', 'smoking', 'vitamin C intake']","['I_Other', 'Physical', 'Psychological', 'Drug']",{}
28921241,"['Vaginal dehydroepiandrosterone (DHEA) 3.25 mg', 'Vaginal DHEA 6.5 mg', 'Plain moisturizer (PM)']","['Drug', 'Drug', 'Physical']","{'Vaginal dehydroepiandrosterone (DHEA) 3.25 mg': [{'dosage': '3.25 mg/0.4 mL'}], 'Vaginal DHEA 6.5 mg': [{'dosage': '6.5 mg/0.4 mL'}]}"
28914366,"['Geriatric assessment (GA)', 'GA management interventions', 'Algorithm to identify GA management recommendations based upon identified impairments']","['Educational', 'Educational', 'Educational']",{}
28842164,"['Empowering Communities for Life (EC4L) intervention', 'Delivered by community lay health workers or academic health professionals', 'Randomized into 3 groups: 2 interventions and 1 control']","['Educational', 'Educational', 'Control']",{}
28810355,"['Prostate Cancer Risk Assessment Program', 'prostate cancer risk counseling visit', 'cognitive-affective preparation session', 'general health education session']","['Educational', 'Educational', 'Psychological', 'Educational']",{'cognitive-affective preparation session': [{'delivery_method': 'instructed to anticipate (“pre-live”) and role-play psychological reactions to simulated receipt of screening results and associated information'}]}
28804801,"['normal diet', 'pancreatic enzyme supplementation diet (PES-d)']","['Physical', 'Drug']","{'pancreatic enzyme supplementation diet (PES-d)': [{'dosage': 'one capsule at breakfast, two capsules at lunch, and two capsules at dinner. Each capsule contains 150 mg pancrelipase microgranules (amylase 8,000 U. Ph. Eur.—lipase 10,000 U. Ph. Eur.—protease 600 U. Ph. Eur.), derived from pig pancreatic parenchyma.'}]}"
28727578,['Seven-Day Physical Activity Recall questionnaire'],['physical'],"{'Seven-Day Physical Activity Recall questionnaire': [{'exercise_activity_type': 'Moderate activities, Hard activities, Very Hard activities'}]}"
28701030,"['crizotinib', 'chemotherapy']","['Drug', 'Drug']",{'chemotherapy': [{'dosage': 'up to a maximum of six cycles'}]}
28692586,"['extended-release metformin', 'placebo']","['Drug', 'Control']",{}
28669606,"['Usual-care control', '150 minutes per week of aerobic exercise (low-dose)', '300 minutes per week of aerobic exercise (high-dose)']","['Control', 'Physical', 'Physical']","{'150 minutes per week of aerobic exercise (low-dose)': [{'exercise_activity_type': 'aerobic', 'frequency': 'days/week', 'fractionation': 'sessions/day', 'duration': 'minutes/session', 'intensity': '50–70% of the age-predicted maximum heart rate'}], '300 minutes per week of aerobic exercise (high-dose)': [{'exercise_activity_type': 'aerobic', 'frequency': 'days/week', 'fractionation': 'sessions/day', 'duration': 'minutes/session', 'intensity': '50–70% of the age-predicted maximum heart rate'}]}"
28643063,"['One-step nucleic acid (OSNA) analysis', 'Near-infrared (NIR) laparoscopy', 'Indocyanine green (ICG) lymphatic mapping']","['I_Other', 'Surgical', 'Surgical']",{}
28636795,['Varenicline for smoking cessation'],['Drug'],{}
28620891,"['Olaratumab', 'Doxorubicin', 'Olaratumab plus doxorubicin']","['Drug', 'Drug', 'Drug']","{'Olaratumab': [{'dosage': '15 mg/kg'}], 'Doxorubicin': [{'dosage': '75 mg/m2'}], 'Olaratumab plus doxorubicin': [{'dosage': '15 mg/kg olaratumab and 75 mg/m2 doxorubicin'}]}"
28601957,"['5-session, telephone-based coping skills intervention', 'Peer helping + coping skills intervention']","['Psychological', 'Psychological']","{'5-session, telephone-based coping skills intervention': [{'delivery_method': 'telephone'}]}"
28597333,"['cancer early detection trial', 'workshops']","['Control', 'Educational']",{}
28437283,"['nurse-delivered standard institutional instruction', 'theoretically driven enhanced educational program (EEP)']","['Educational', 'Educational']",{}
28437029,"['Randomized to a validated diet counselling intervention or control condition', 'High-vegetable diet']","['Educational', 'physical']","{'High-vegetable diet': [{'exercise_activity_type': 'consumption of at least 7 daily vegetable-fruit servings (defined as a half-cup cut up raw or cooked vegetables, fruit, or 100% vegetable juice), including at least 2 servings each of cruciferous vegetables and tomatoes.'}]}"
28324920,"['Genexol-PM plus carboplatin', 'Genexol plus carboplatin']","['Drug', 'Drug']",{}
28188570,"['survey study', 'randomized behavioral intervention study']","['Educational', 'Psychological']",{}
28102098,"['Juice PLUS+ (JP, a commercial product with multiple FV concentrates)']",['Drug'],"{' Juice PLUS+, a commercial product with multiple FV concentrates': [{'dosage': '2 capsules in the morning and 2 in the afternoon/evening'}]}"
27988219,"['Weight-loss trial', 'Calorie-restricted diets', 'Exercise guidance']","['Physical', 'Physical', 'Physical']","{'Weight-loss trial': [{'dosage': '0.91 kilograms per week', 'exercise_activity_type': '30 minutes/day'}]}"
27966192,"['12-h SDM training program for physicians', 'decision board use']","['Educational', 'Educational']",{}
27893535,['gemcitabine (GEM) or 5-fluorouracil (5-FU) adjuvant monotherapy'],['Drug'],"{'gemcitabine (GEM) or 5-fluorouracil (5-FU) adjuvant monotherapy': [{'dosage': 'GEM: 1000 mg/m2 intravenous infusion once weekly for 3 of every 4 weeks; 5-FU + folinic acid: folinic acid, 20 mg/m2 intravenous injection + 5-FU, 425 mg/m2 intravenous bolus injection given for 5 days every 28 days'}]}"
27573420,['One-time low-literacy cervical cancer education program'],['Educational'],{}
27100959,"['Captopril', 'Standard care']","['Drug', 'Control']",{}
39859024,"['Laparoscopic right hemicolectomies', 'Open right hemicolectomies', 'Laparoscopic anterior resections (LARs)', 'Open anterior resections', 'Laparoscopic low anterior resections']","['Surgical', 'Surgical', 'Surgical', 'Surgical', 'Surgical']",{}
39835447,"['Gastrojejunostomy', 'Gastric partitioning']","['Surgical', 'Surgical']",{}
39788501,"['4-week internet-delivered mindfulness-based cancer recovery program', 'Weekly group health education (control group)']","['Educational', 'Educational']",{'4-week internet-delivered mindfulness-based cancer recovery program': [{'delivery_method': 'internet-delivered'}]}
39787561,"['white noise intervention', 'routine NAC treatment']","['Physical', 'Drug']",{}
39768900,"['Brief online mindful compassion group intervention', 'Cannabis suppositories (used by some participants)']","['Psychological', 'Drug']","{'Brief online mindful compassion group intervention': [{'delivery_method': 'online', 'duration': 'four weeks', 'follow_up': 'twelve weeks'}]}"
39736191,"['accessing an interactive website', 'non-interactive website (control group)']","['Educational', 'Control']",{}
39733433,"['Multi-component exercise program', 'Breast cancer support group therapy']","['Physical', 'Psychological']","{'Multi-component exercise program': [{'exercise_activity_type': 'aerobic training', 'dosage': '5 times a week at home, 3 times a week for aerobic training'}], 'Breast cancer support group therapy': [{'delivery_method': 'multidisciplinary team', 'activities': ['health education', 'individual problem-solving', 'emphasizing follow-up importance', 'diet and activity advice', 'psychological counseling', 'recreational activities and celebrations'], 'frequency': 'once every six months', 'duration': 'two hours each session'}]}"
39733417,"['Opioid general anesthesia', 'Lignocaine infusion-based general anesthesia', 'Dexmedetomidine infusion-based general anesthesia']","['Drug', 'Drug', 'Drug']","{'Opioid general anesthesia': [{'dosage': '2 μg/kg initial bolus dose of Inj. Fentanyl, with additional 1 μg/kg given for sedo-analgesia if heart rate and/or blood pressure rose from baseline by 20%'}], 'Dexmedetomidine infusion-based general anesthesia': [{'dosage': 'loading dose 1 μg/kg over 10 minutes followed by maintenance dose 0.5 μg/kg/hour'}]}"
39718597,"[""ninjin'yoeito"", 'conventional treatment']","['Physical', 'Drug']","{""ninjin'yoeito"": [{'exercise_activity_type': 'perioperative physical symptoms management'}]}"
39715755,['combining toripalimab with chemotherapy'],['Drug'],{}
39711061,"['Mindfulness meditation (MM) combined with BrainLink intelligent biofeedback instrument', 'Routine nursing treatment (control group)']","['Psychological', 'Control']",{}
39709461,['chemoradiotherapy'],['Drug'],{}
39707245,"['Chatbot utilizing standardized patients based on CBL (CSP-CBL)', 'Traditional SP based on CBL (TSP-CBL)']","['Educational', 'Educational']",{}
39706981,"['Behavioral Activation (BA)', 'Usual Care (UC)']","['Psychological', 'Control']",{}
39705576,"['Tailored prostate cancer survivorship care plan (SCP) intervention', 'Usual care']","['Educational', 'Control']",{}
39705529,"['Positive psychology interventions adapted for social media', 'Acts of kindness', 'Social connectedness']","['Psychological', 'Educational', 'Educational']","{'Positive psychology interventions adapted for social media': ['exercise_activity_type': 'forecasted personal enjoyment', 'assessments': ['Perceived Positivity Resonance Scale']}]}"
39696111,"['Gratitude journaling intervention', 'General memory journaling control group']","['Psychological', 'Control']","{'Gratitude journaling intervention': [{'delivery_method': 'self-directed journaling activity', 'exercise_activity_type': 'physical activity goal-setting'}]}"
39693591,"['Switch in endocrine therapy with/without CDK4/6 inhibition with abemaciclib', 'Abemaciclib + fulvestrant vs placebo + fulvestrant']","['Drug', 'Drug']",{}
39690158,"['rezvilutamide (REZ) plus androgen deprivation therapy (ADT)', 'bicalutamide (BIC)-ADT']","['Drug', 'Drug']","{'rezvilutamide (REZ) plus androgen deprivation therapy (ADT)': [{'dosage': '240 mg'}], 'bicalutamide (BIC)-ADT': [{'dosage': '50 mg'}]}"
39680411,"['Single 400-mg oral dose of US Food and Drug Administration-approved cannabidiol (CBD)', 'placebo']","['Drug', 'Control']",{'Single 400-mg oral dose of US Food and Drug Administration-approved cannabidiol (CBD)': [{'dosage': '400 mg'}]}
39668137,"['olaparib tablets (300 mg twice daily)', ""physician's choice of single-agent nonplatinum chemotherapy""]","['Drug', 'drug']",{}
39667310,"['FOLFOX/FOLFIRI/FOLFOXIRI', 'bevacizumab or panitumumab']","['Drug', 'Drug']",{}
39663356,"['enzalutamide', 'abiraterone']","['Drug', 'Drug']",{}
39656317,['Resistance training (RT) program for 12 weeks'],['Physical'],"{'Resistance training (RT) program for 12 weeks': [{'exercise_activity_type': 'leg press, leg extension, leg curl, shoulder internal and external rotation, seated row, latissimus pull down, butterfly, butterfly reverse each TS, anteversion or retroversion of the shoulder every other TS', 'frequency': 'twice a week', 'duration': '12 weeks', 'sets_repetitions_load': '1 to 3 sets with 12 repetitions at 60–80% of their hypothetical one repetition maximum, estimated with the Brzycki formula', 'progressive_approach': 'applied load was increased by at least 5% if the prescribed load was successfully lifted for 3 sets of 12 repetitions in three consecutive TS'}]}"
39643866,['90-minute Health Belief Model (HBM)-based educational session'],['Educational'],{}
39641926,"['DPYD/UGT1A1 pharmacogenetic-informed therapy with fluoropyrimidines and/or irinotecan', 'Drug']","['Drug', 'drug']","{'DPYD/UGT1A1 pharmacogenetic-informed therapy with fluoropyrimidines and/or irinotecan': [{'dosage': 'dose density expressed as a percentage, considering dose reductions, treatment delays, and treatment interruptions compared to the standard chemotherapy schedule and dosing regimen'}]}"
39639252,"['Teach-back educational strategy', 'Face-to-face education within three weekly sessions, each lasting 20 min']","['Educational', 'Educational']",{}
39631846,"['Durvalumab plus tremelimumab (D+T)', 'Best supportive care (BSC)']","['Drug', 'Physical']",{}
39630848,['first-line therapy with FOLFOXIRI plus either cetuximab or bevacizumab'],['Drug'],{}
39625569,"['Pexidartinib', 'Neoadjuvant paclitaxel', 'Adriamycin/cyclophosphamide']","['Drug', 'Drug', 'Drug']","{'Neoadjuvant paclitaxel': [{'dosage': '80 mg/m2'}], 'Adriamycin/cyclophosphamide': [{'dosage': 'doxorubicin 60 mg/m2, cyclophosphamide 600 mg/m2'}]}"
39623242,"['Pelvic floor muscle training (PFMT)', 'individual support with biofeedback', 'group training']","['Physical', 'physical', 'educational']",{'Pelvic floor muscle training (PFMT)': [{'exercise_activity_type': 'pelvic floor muscle training'}]}
39621954,"['Cancer survivorship care', 'GP-led vs specialist-led survivorship care']","['Educational', 'Control']",{}
39621348,"['Home-based exercise and self-management program', 'Weekly physiotherapist-led telephone consultations for 3 months postoperatively']","['Physical', 'Physical']",{'Home-based exercise and self-management program': [{'exercise_activity_type': 'aerobic and strengthening'}]}
